"Owner","Property Address","Control Map","Group","Parcel","Special Interest","Parcel ID","Subdivision","Lot","Class","Sale Date"
"WESTMORELAND IND DEV BOARD","FLEETWOOD DRIVE  4011","028M","A","010.00","000","028M A 01000 000","","","City","12/1/2009"
"WESTMORELAND IND DEV BOARD","BENTLE DRIVE  4049","028M","A","018.00","000","028M A 01800 000","","","City","12/1/2009"
"WHITE HOUSE CITY OF","PORTLAND RD  0","075","","086.00","000","075    08600 000","","R3","City","3/6/2003"
"WHITE HOUSE CITY OF","PORTLAND ROAD  0","077","","004.01","000","077    00401 000","","","City","10/31/1985"
"WHITE HOUSE CITY OF","BRINKLEY LANE  512","077","","018.00","000","077    01800 000","","","City","5/14/2003"
"WHITE HOUSE CITY OF","BRINKLEY LANE  520","077","","018.05","000","077    01805 000","","","City","7/27/2007"
"WHITE HOUSE CITY OF","PORTLAND ROAD  0","077","","025.02","000","077    02502 000","","","City","1/27/2003"
"WHITE HOUSE CITY OF","TYREE SPRINGS ROAD  216","077","","070.00","000","077    07000 000","","","City","5/17/2001"
"WHITE HOUSE CITY OF","PALMERS CHAPEL ROAD  0","077","","070.12","000","077    07012 000","JOHN COPE PROP","","City","5/17/2001"
"WHITE HOUSE CITY OF","COLLEGE STREET  105","077","","073.00","000","077    07300 000","","","City","3/15/2017"
"WHITE HOUSE CITY OF","31W HWY  0","077","","081.02","000","077    08102 000","","","City","10/19/2000"
"WHITE HOUSE CITY OF","31W HWY  3206","077G","C","015.00","000","077G C 01500 000","","","City","7/14/2008"
"WHITE HOUSE CITY OF","31W HWY COLLEGE STREET  0","077G","D","001.00","000","077G D 00100 000","CLEVIE JERNIGAN PROP","1B","City","9/30/2003"
"WHITE HOUSE CITY OF","31W HWY  0","077G","D","001.01","000","077G D 00101 000","CLEVIE JERNIGAN PROP","2","City","1/14/1992"
"WHITE HOUSE CITY OF","31W HWY  0","077G","D","001.02","000","077G D 00102 000","CLEVIE L JERNIGAN PR","1A","City","1/14/1992"
"WHITE HOUSE CITY OF","TYREE SPRINGS ROAD  0","096","","006.01","000","096    00601 000","","","City","12/17/1992"
"WHITE HOUSE CITY OF","PALMERS CHAPEL ROAD  0","096F","A","010.01","000","096F A 01001 000","","","City","9/29/1993"
"WHITE HOUSE CITY OF","31W HWY  0","097","","005.00","000","097    00500 000","","","City","3/10/1999"
"WHITE HOUSE CITY OF","31W HWY  0","097","","005.01","000","097    00501 000","","","City","7/26/2017"
"WHITE HOUSE CITY OF","NORTHWOODS DRIVE  201","097L","B","017.00","000","097L B 01700 000","NORTHWOODS PH 6 SEC","89","City","10/3/1995"
"WHITE HOUSE CITY OF","NORTHWOODS DRIVE  0","097L","B","018.00","000","097L B 01800 000","NORTHWOODS PH 6 SEC","OS","City","10/3/1995"
"WHITE HOUSE CITY OF AT&T MOBILITY LLC C/O","CARMACK DRIVE  161","077","","073.00","001","077    07300 001","","","City","9/27/2016"
"WHITE HOUSE CITY OF ATTN: GERALD HERMAN","BYRUM DRIVE  100","077","","054.00","000","077    05400 000","","","City","7/16/2020"
"WHITE HOUSE CITY OF ATTN: GERALD HERMAN","PALMERS CHAPEL ROAD  0","077","","054.01","000","077    05401 000","","","City","7/16/2020"
"WHITE HOUSE CITY OF TN","31W HWY  0","077","","073.01","000","077    07301 000","","","City","2/6/2014"
"WHITE HOUSE COMMUNITY FIRE DEPARTMENT IN","31W HWY  4238","056","","006.00","000","056    00600 000","","","City","4/21/2017"
"WHITE HOUSE COMMUNITY VOLUNTEER FIRE DEPT","31W HWY  1916","099","","008.08","000","099    00808 000","POPLAR RIDGE 31W SUB","1","City","7/15/1993"
"WHITE HOUSE HOUSING INC","WHITSON COURT  304","077J","B","024.00","000","077J B 02400 000","VALLEY VIEW, SEC. 1","64","City","4/3/1981"
"WHITE HOUSE HOUSING INC","WHITSON COURT  308","077J","B","025.00","000","077J B 02500 000","VALLEY VIEW, SEC. 1","65","City","4/3/1981"
"WHITE HOUSE HOUSING INC","WHITSON COURT  312","077J","B","026.00","000","077J B 02600 000","VALLEY VIEW, SEC. 1","66","City","4/3/1981"
"WHITE HOUSE HOUSING INC","WHITSON COURT  313","077J","B","027.00","000","077J B 02700 000","VALLEY VIEW, SEC. 1","67","City","4/3/1981"
"WHITE HOUSE HOUSING INC","WHITSON COURT  309","077J","B","028.00","000","077J B 02800 000","VALLEY VIEW, SEC. 1","68","City","4/3/1981"
"WHITE HOUSE HOUSING INC","WHITSON COURT  305","077J","B","029.00","000","077J B 02900 000","VALLEY VIEW, SEC. 1","69","City","4/3/1981"
"WHITE HOUSE HOUSING INC","WHITSON COURT  301","077J","B","030.00","000","077J B 03000 000","VALLEY VIEW , SEC. 1","70","City","4/3/1981"
"WHITEHOUSE CITY OF","PALMERS CHAPEL ROAD  0","077","","042.02","000","077    04202 000","","","City","10/19/2006"
